company,ds,sales
TIMES Inc.,2020-01-19,250.5267276333199
TIMES Inc.,2020-01-20,255.9364428066961
TIMES Inc.,2020-01-21,190.07995660270123
TIMES Inc.,2020-01-22,249.49611260164681
TIMES Inc.,2020-01-23,218.02719363903358
TIMES Inc.,2020-01-24,235.07068650689033
TIMES Inc.,2020-01-25,238.88301118402754
TIMES Inc.,2020-01-26,238.5201261124081
TIMES Inc.,2020-01-27,246.0894838159793
TIMES Inc.,2020-01-28,182.49677776523993
TIMES Inc.,2020-01-29,244.241851446466
TIMES Inc.,2020-01-30,215.12819959014018
TIMES Inc.,2020-01-31,234.51548556098834
TIMES Inc.,2020-02-01,240.623974278669
TIMES Inc.,2020-02-02,242.47577804296395
TIMES Inc.,2020-02-03,252.14737738076778
TIMES Inc.,2020-02-04,190.51684783845116
TIMES Inc.,2020-02-05,254.06015608938546
TIMES Inc.,2020-02-06,226.5609502161713
TIMES Inc.,2020-02-07,247.36326563518364
TIMES Inc.,2020-02-08,254.67604602524656
TIMES Inc.,2020-02-09,257.5143790790761
TIMES Inc.,2020-02-10,267.95191395608856
TIMES Inc.,2020-02-11,206.86789821975722
TIMES Inc.,2020-02-12,270.7432063642885
TIMES Inc.,2020-02-13,243.36979508890823
TIMES Inc.,2020-02-14,264.10301833971
TIMES Inc.,2020-02-15,271.1657139332524
TIMES Inc.,2020-02-16,273.58897458422985
TIMES Inc.,2020-02-17,283.46408338842633
TIMES Inc.,2020-02-18,221.68906455282956
TIMES Inc.,2020-02-19,284.76423395510625
TIMES Inc.,2020-02-20,256.5011963427891
TIMES Inc.,2020-02-21,276.2747327202565
TIMES Inc.,2020-02-22,282.3264989065092
TIMES Inc.,2020-02-23,283.7054556891277
TIMES Inc.,2020-02-24,292.51951652555834
TIMES Inc.,2020-02-25,229.6818676709101
TIMES Inc.,2020-02-26,291.7063475640093
TIMES Inc.,2020-02-27,262.41633268949477
TIMES Inc.,2020-02-28,281.19657210956234
TIMES Inc.,2020-02-29,286.29688863241785
TIMES Inc.,2020-03-01,286.7726625393458
TIMES Inc.,2020-03-02,294.7365780092474
TIMES Inc.,2020-03-03,231.10508025236473
TIMES Inc.,2020-03-04,292.3939224883848
TIMES Inc.,2020-03-05,262.42724176471654
TIMES Inc.,2020-03-06,280.5895973100915
TIMES Inc.,2020-03-07,285.1298809240917
TIMES Inc.,2020-03-08,285.1020071333593
TIMES Inc.,2020-03-09,292.6168556203989
TIMES Inc.,2020-03-10,228.58890706786343
TIMES Inc.,2020-03-11,289.5319456717608
TIMES Inc.,2020-03-12,259.2682625702662
TIMES Inc.,2020-03-13,277.18079041016915
TIMES Inc.,2020-03-14,281.5170764199512
TIMES Inc.,2020-03-15,281.330000977977
TIMES Inc.,2020-03-16,288.72971481652263
TIMES Inc.,2020-03-17,224.6302379590193
TIMES Inc.,2020-03-18,285.5450968279945
TIMES Inc.,2020-03-19,255.29643804579075
TIMES Inc.,2020-03-20,273.2670543489695
TIMES Inc.,2020-03-21,277.70423590672453
TIMES Inc.,2020-03-22,277.6603604667145
TIMES Inc.,2020-03-23,285.2447021625746
TIMES Inc.,2020-03-24,221.36990881307958
TIMES Inc.,2020-03-25,282.54753066182076
TIMES Inc.,2020-03-26,252.59704514516832
TIMES Inc.,2020-03-27,270.897818500367
TIMES Inc.,2020-03-28,275.6929220354895
TIMES Inc.,2020-03-29,276.02971996501697
TIMES Inc.,2020-03-30,284.01171096637984
TIMES Inc.,2020-03-31,220.5450743172913
TIMES Inc.,2020-04-01,282.1343032746765
TIMES Inc.,2020-04-02,252.59136863279656
TIMES Inc.,2020-04-03,271.2878503121063
TIMES Inc.,2020-04-04,276.4589505802433
TIMES Inc.,2020-04-05,277.14430046120475
TIMES Inc.,2020-04-06,285.4400351346644
TIMES Inc.,2020-04-07,222.24558204608977
TIMES Inc.,2020-04-08,284.0595366321449
TIMES Inc.,2020-04-09,254.68906050228037
TIMES Inc.,2020-04-10,273.502231702759
TIMES Inc.,2020-04-11,278.7322525954712
TIMES Inc.,2020-04-12,279.4184192320553
TIMES Inc.,2020-04-13,287.6583210146439
TIMES Inc.,2020-04-14,224.35470823010968
TIMES Inc.,2020-04-15,286.0113973439006
TIMES Inc.,2020-04-16,256.4426451596828
TIMES Inc.,2020-04-17,275.0254191812021
TIMES Inc.,2020-04-18,280.0034689757595
TIMES Inc.,2020-04-19,280.4281033120983
TIMES Inc.,2020-04-20,288.41014441032894
TIMES Inc.,2020-04-21,224.86650106404088
TIMES Inc.,2020-04-22,286.31573626045724
TIMES Inc.,2020-04-23,256.58706759091973
TIMES Inc.,2020-04-24,275.07223626645185
TIMES Inc.,2020-04-25,280.02915910909894
TIMES Inc.,2020-04-26,280.5222787343217
TIMES Inc.,2020-04-27,288.6740942977219
TIMES Inc.,2020-04-28,225.4113259390435
Randy Hotel,2019-04-30,250.30288733163434
Randy Hotel,2019-05-01,311.28108390168677
Randy Hotel,2019-05-02,266.7200310086994
Randy Hotel,2019-05-03,317.15795294096876
Randy Hotel,2019-05-04,298.31768166159816
Randy Hotel,2019-05-05,252.3807840197761
Randy Hotel,2019-05-06,301.07883697142574
Randy Hotel,2019-05-07,230.79058573941708
Randy Hotel,2019-05-08,293.3797328889843
Randy Hotel,2019-05-09,250.97283341828594
Randy Hotel,2019-05-10,304.0261933341436
Randy Hotel,2019-05-11,288.16503526395377
Randy Hotel,2019-05-12,245.4608198781467
Randy Hotel,2019-05-13,297.52611309024144
Randy Hotel,2019-05-14,230.61562113236621
Randy Hotel,2019-05-15,296.4680199827908
Randy Hotel,2019-05-16,257.0879277879754
Randy Hotel,2019-05-17,312.8167902365384
Randy Hotel,2019-05-18,299.17581776829536
Randy Hotel,2019-05-19,258.1467453827837
Randy Hotel,2019-05-20,311.2696972813227
Randy Hotel,2019-05-21,244.74668426963922
Randy Hotel,2019-05-22,310.2852826714443
Randy Hotel,2019-05-23,269.8817844853203
Randy Hotel,2019-05-24,323.8925504557397
Randy Hotel,2019-05-25,307.87668844715313
Randy Hotel,2019-05-26,263.8758337045299
Randy Hotel,2019-05-27,313.5103411835348
Randy Hotel,2019-05-28,243.08046714776606
Randy Hotel,2019-05-29,304.4071578512534
Randy Hotel,2019-05-30,259.611821857715
Randy Hotel,2019-05-31,309.1839195846716
Randy Hotel,2019-06-01,288.8196064063811
Randy Hotel,2019-06-02,240.69732841718718
Randy Hotel,2019-06-03,286.56980842942136
Randy Hotel,2019-06-04,212.86112778291962
Randy Hotel,2019-06-05,271.50364729664113
Randy Hotel,2019-06-06,224.714262708276
Randy Hotel,2019-06-07,273.0589366868378
Randy Hotel,2019-06-08,252.2888386390133
Randy Hotel,2019-06-09,204.61406978625328
Randy Hotel,2019-06-10,251.79447056668278
Randy Hotel,2019-06-11,180.2362546817362
Randy Hotel,2019-06-12,241.8292299078111
Randy Hotel,2019-06-13,198.72409532987035
Randy Hotel,2019-06-14,251.39872901568313
Randy Hotel,2019-06-15,235.49674772307614
Randy Hotel,2019-06-16,193.10424637670397
Randy Hotel,2019-06-17,245.8441265638433
Randy Hotel,2019-06-18,179.97665510795684
Randy Hotel,2019-06-19,247.2408972000535
Randy Hotel,2019-06-20,209.6363891470219
Randy Hotel,2019-06-21,267.4938349451679
Randy Hotel,2019-06-22,256.31797710690734
Randy Hotel,2019-06-23,218.06842089255787
Randy Hotel,2019-06-24,274.25769904441944
Randy Hotel,2019-06-25,211.05510601914114
Randy Hotel,2019-06-26,280.1308475994253
Randy Hotel,2019-06-27,243.43978877143735
Randy Hotel,2019-06-28,301.2935208159454
Randy Hotel,2019-06-29,289.2038556031966
Randy Hotel,2019-06-30,249.16350593609016
Randy Hotel,2019-07-01,302.7432414845885
Randy Hotel,2019-07-02,236.1940744914026
Randy Hotel,2019-07-03,301.28906829726515
Randy Hotel,2019-07-04,260.1041193883044
Randy Hotel,2019-07-05,313.08652034642716
Randy Hotel,2019-07-06,295.89451422065076
Randy Hotel,2019-07-07,250.67371473788407
Randy Hotel,2019-07-08,299.1498071053224
Randy Hotel,2019-07-09,227.7262146975146
Randy Hotel,2019-07-10,288.3214578273713
Randy Hotel,2019-07-11,243.14568650622107
Randy Hotel,2019-07-12,292.76531995552386
Randy Hotel,2019-07-13,272.9391192074877
Randy Hotel,2019-07-14,225.8916700176802
Randy Hotel,2019-07-15,273.4037775885032
Randy Hotel,2019-07-16,201.90852649179854
Randy Hotel,2019-07-17,263.32777939801844
Randy Hotel,2019-07-18,219.84862184655447
Randy Hotel,2019-07-19,271.98868829086393
Randy Hotel,2019-07-20,255.43367530171287
Randy Hotel,2019-07-21,212.31297639048012
Randy Hotel,2019-07-22,264.29287613237784
Randy Hotel,2019-07-23,197.67597401446068
Randy Hotel,2019-07-24,264.2415119805166
Randy Hotel,2019-07-25,226.0259995462811
Randy Hotel,2019-07-26,283.39294802938036
Randy Hotel,2019-07-27,271.8748894259983
Randy Hotel,2019-07-28,233.45348127067052
Randy Hotel,2019-07-29,289.6570032179113
Randy Hotel,2019-07-30,226.66378894179212
Randy Hotel,2019-07-31,296.1461493838004
Randy Hotel,2019-08-01,260.05407567249495
Randy Hotel,2019-08-02,318.68744323669625
Randy Hotel,2019-08-03,307.5398208235439
Randy Hotel,2019-08-04,268.5796342638241
Randy Hotel,2019-08-05,323.3479610763891
Randy Hotel,2019-08-06,258.0614925765509
Randy Hotel,2019-08-07,324.4552354796163
Randy Hotel,2019-08-08,284.56427969389307
Randy Hotel,2019-08-09,338.7934134193988
Randy Hotel,2019-08-10,322.75776829044014
Randy Hotel,2019-08-11,278.56034047399856
Randy Hotel,2019-08-12,327.8857740302784
Randy Hotel,2019-08-13,257.0990642441881
Randy Hotel,2019-08-14,318.0838811544666
Randy Hotel,2019-08-15,273.01997153214404
Randy Hotel,2019-08-16,322.44855136416606
Randy Hotel,2019-08-17,302.10899795483203
Randy Hotel,2019-08-18,254.21280556396104
Randy Hotel,2019-08-19,300.5342970015566
Randy Hotel,2019-08-20,227.50683989293805
Randy Hotel,2019-08-21,287.0593410180404
Randy Hotel,2019-08-22,241.39253013363174
Randy Hotel,2019-08-23,291.0439768596503
Randy Hotel,2019-08-24,271.7251587076221
Randy Hotel,2019-08-25,225.5965303140933
Randy Hotel,2019-08-26,274.3600500265196
Randy Hotel,2019-08-27,204.3578549995017
Randy Hotel,2019-08-28,267.4117810890318
Randy Hotel,2019-08-29,225.60314461992294
Randy Hotel,2019-08-30,279.34162092483933
Randy Hotel,2019-08-31,264.20641798817536
Randy Hotel,2019-09-01,222.22556808582067
Randy Hotel,2019-09-02,274.9726628404752
Randy Hotel,2019-09-03,208.66959252913335
Randy Hotel,2019-09-04,275.0298599981636
Randy Hotel,2019-09-05,236.0417685428573
Randy Hotel,2019-09-06,292.0402127615535
Randy Hotel,2019-09-07,278.5501798890796
Randy Hotel,2019-09-08,237.5677115445342
Randy Hotel,2019-09-09,290.65759847438073
Randy Hotel,2019-09-10,224.05633807421043
Randy Hotel,2019-09-11,289.5149167670432
Randy Hotel,2019-09-12,249.08073141432368
Randy Hotel,2019-09-13,303.1674162853495
Randy Hotel,2019-09-14,287.3957422396172
Randy Hotel,2019-09-15,243.87141709131535
Randy Hotel,2019-09-16,294.2791563236541
Randy Hotel,2019-09-17,224.9816651870642
Randy Hotel,2019-09-18,287.8582168390081
Randy Hotel,2019-09-19,245.08227091727537
Randy Hotel,2019-09-20,297.1870329904079
Randy Hotel,2019-09-21,279.9022550983497
Randy Hotel,2019-09-22,235.42823547563177
Randy Hotel,2019-09-23,285.5265073696388
Randy Hotel,2019-09-24,216.61596664262586
Randy Hotel,2019-09-25,280.60921599431435
Randy Hotel,2019-09-26,239.68864501765887
Randy Hotel,2019-09-27,294.3712005955399
Randy Hotel,2019-09-28,280.345179410368
Randy Hotel,2019-09-29,239.7450086293456
Randy Hotel,2019-09-30,294.2434886674166
Randy Hotel,2019-10-01,230.15020806088307
Randy Hotel,2019-10-02,299.25084605521624
Randy Hotel,2019-10-03,263.5867990130491
Randy Hotel,2019-10-04,323.52398356333794
Randy Hotel,2019-10-05,314.5940311253398
Randy Hotel,2019-10-06,278.77371059265596
Randy Hotel,2019-10-07,337.58191547814914
Randy Hotel,2019-10-08,277.18278368608776
Randy Hotel,2019-10-09,349.22952361313105
Randy Hotel,2019-10-10,315.64824499163996
Randy Hotel,2019-10-11,376.71051806265234
Randy Hotel,2019-10-12,367.8777586490131
Randy Hotel,2019-10-13,331.0831747124726
Randy Hotel,2019-10-14,387.830528464984
Randy Hotel,2019-10-15,324.2982215354666
Randy Hotel,2019-10-16,392.1832397367991
Randy Hotel,2019-10-17,353.48424346977833
Randy Hotel,2019-10-18,408.5725402893064
Randy Hotel,2019-10-19,393.0340752499641
Randy Hotel,2019-10-20,348.94823681152826
Randy Hotel,2019-10-21,397.9828170542063
Randy Hotel,2019-10-22,326.49373850671907
Randy Hotel,2019-10-23,386.36420610834745
Randy Hotel,2019-10-24,339.78270600466305
Randy Hotel,2019-10-25,387.30873314969836
Randy Hotel,2019-10-26,364.70953434921273
Randy Hotel,2019-10-27,314.2338167006475
Randy Hotel,2019-10-28,357.7019090658242
Randy Hotel,2019-10-29,281.6011300752683
Randy Hotel,2019-10-30,337.92115050247025
Randy Hotel,2019-10-31,288.9288853036331
Randy Hotel,2019-11-01,335.2318917269346
Randy Hotel,2019-11-02,312.6136325316519
Randy Hotel,2019-11-03,263.30660241614385
Randy Hotel,2019-11-04,309.0828276054897
Randy Hotel,2019-11-05,236.3504878135867
Randy Hotel,2019-11-06,296.99141750279824
Randy Hotel,2019-11-07,253.138964944177
Randy Hotel,2019-11-08,305.24510434896143
Randy Hotel,2019-11-09,288.92005686604347
Randy Hotel,2019-11-10,246.21029607740638
Randy Hotel,2019-11-11,298.69430974552415
Randy Hotel,2019-11-12,232.58471702042038
Randy Hotel,2019-11-13,299.571340548257
Randy Hotel,2019-11-14,261.6045515564531
Randy Hotel,2019-11-15,318.96762447762285
Randy Hotel,2019-11-16,307.12120452793323
Randy Hotel,2019-11-17,267.9856223041063
Randy Hotel,2019-11-18,323.0403005279443
Randy Hotel,2019-11-19,258.4287442437106
Randy Hotel,2019-11-20,325.8036279173168
Randy Hotel,2019-11-21,287.11123603937654
Randy Hotel,2019-11-22,342.6639587201105
Randy Hotel,2019-11-23,327.98393814971394
Randy Hotel,2019-11-24,285.08362030530367
Randy Hotel,2019-11-25,335.56250473624493
Randy Hotel,2019-11-26,265.70865754342424
Randy Hotel,2019-11-27,327.33959888395816
Randy Hotel,2019-11-28,282.58194081158223
Randy Hotel,2019-11-29,331.93861409493115
Randy Hotel,2019-11-30,311.12693108857684
Randy Hotel,2019-12-01,262.35339993893774
Randy Hotel,2019-12-02,307.4047489500558
Randy Hotel,2019-12-03,232.74389250207665
Randy Hotel,2019-12-04,290.3456115974179
Randy Hotel,2019-12-05,242.47147736675242
Randy Hotel,2019-12-06,289.7329950046481
Randy Hotel,2019-12-07,267.9263362848749
Randy Hotel,2019-12-08,219.30467569388264
Randy Hotel,2019-12-09,265.66766446125297
Randy Hotel,2019-12-10,193.45682277924675
Randy Hotel,2019-12-11,254.59164411651034
Randy Hotel,2019-12-12,211.24593200401057
Randy Hotel,2019-12-13,263.91331017064084
Randy Hotel,2019-12-14,248.24520989174349
Randy Hotel,2019-12-15,206.3272593623599
Randy Hotel,2019-12-16,259.7734957460897
Randy Hotel,2019-12-17,194.82704632443523
Randy Hotel,2019-12-18,263.2019223724815
Randy Hotel,2019-12-19,226.86528369845422
Randy Hotel,2019-12-20,286.1089447799505
Randy Hotel,2019-12-21,276.39325377010084
Randy Hotel,2019-12-22,239.62909892799274
Randy Hotel,2019-12-23,297.27730007809254
Randy Hotel,2019-12-24,235.45388043912502
Randy Hotel,2019-12-25,305.77572767330867
Randy Hotel,2019-12-26,270.1458875781062
Randy Hotel,2019-12-27,328.8271704341587
Randy Hotel,2019-12-28,317.2871366496655
Randy Hotel,2019-12-29,277.4801798392221
Randy Hotel,2019-12-30,330.94595787061814
Randy Hotel,2019-12-31,263.9126897850125
Randy Hotel,2020-01-01,328.13987907659373
Randy Hotel,2020-01-02,285.69978606375435
Randy Hotel,2020-01-03,337.0464341579053
Randy Hotel,2020-01-04,317.85534402056015
Randy Hotel,2020-01-05,270.2998600606643
Randy Hotel,2020-01-06,316.14348098186736
Randy Hotel,2020-01-07,241.83688372150039
Randy Hotel,2020-01-08,299.3543781373366
Randy Hotel,2020-01-09,250.96929242819095
Randy Hotel,2020-01-10,297.3172466918443
Randy Hotel,2020-01-11,274.230671630179
Randy Hotel,2020-01-12,224.01058564819115
Randy Hotel,2020-01-13,268.51517235352645
Randy Hotel,2020-01-14,194.25395589471307
Randy Hotel,2020-01-15,253.22239426278998
Randy Hotel,2020-01-16,207.6764456124045
Randy Hotel,2020-01-17,258.1960907817151
Randy Hotel,2020-01-18,240.52116474081458
Randy Hotel,2020-01-19,196.8254759620464
Randy Hotel,2020-01-20,248.80869246259653
Randy Hotel,2020-01-21,182.79470143451186
Randy Hotel,2020-01-22,250.57114738485132
Randy Hotel,2020-01-23,214.1695671752086
Randy Hotel,2020-01-24,273.9349508946259
Randy Hotel,2020-01-25,265.3679138087994
Randy Hotel,2020-01-26,230.40528240415728
Randy Hotel,2020-01-27,290.51839375801484
Randy Hotel,2020-01-28,231.81763719571336
Randy Hotel,2020-01-29,305.8977717382536
Randy Hotel,2020-01-30,274.6232777243007
Randy Hotel,2020-01-31,338.2024274103662
Randy Hotel,2020-02-01,332.03313561158154
Randy Hotel,2020-02-02,297.98629261793104
Randy Hotel,2020-02-03,357.50580405735593
Randy Hotel,2020-02-04,296.7138203639956
Randy Hotel,2020-02-05,367.25567257260775
Randy Hotel,2020-02-06,331.0837859603734
Randy Hotel,2020-02-07,388.52929896350173
Randy Hotel,2020-02-08,375.1445192535288
Randy Hotel,2020-02-09,332.98201916341254
Randy Hotel,2020-02-10,383.6896944108401
Randy Hotel,2020-02-11,313.6104718983378
Randy Hotel,2020-02-12,374.62123428106077
Randy Hotel,2020-02-13,328.91050516363805
Randy Hotel,2020-02-14,377.0437333146083
Randy Hotel,2020-02-15,354.79950442152074
Randy Hotel,2020-02-16,304.44264894056835
Randy Hotel,2020-02-17,347.81375519815015
Randy Hotel,2020-02-18,271.4238620152943
Randy Hotel,2020-02-19,327.2891380544689
Randy Hotel,2020-02-20,277.70510059279303
Randy Hotel,2020-02-21,323.30936514793916
Randy Hotel,2020-02-22,299.9162973042604
Randy Hotel,2020-02-23,249.78957422148977
Randy Hotel,2020-02-24,294.73217218525036
Randy Hotel,2020-02-25,221.18253286624642
Randy Hotel,2020-02-26,281.0516659151494
Randy Hotel,2020-02-27,236.5006645852417
Randy Hotel,2020-02-28,288.0075257286222
Randy Hotel,2020-02-29,271.20652433434475
Randy Hotel,2020-03-01,228.16601143932147
Randy Hotel,2020-03-02,280.48399967355107
Randy Hotel,2020-03-03,214.39012804708258
Randy Hotel,2020-03-04,281.5885981910412
Randy Hotel,2020-03-05,244.0413937855895
Randy Hotel,2020-03-06,302.0405146920451
Randy Hotel,2020-03-07,291.0523258272469
Randy Hotel,2020-03-08,252.9997533819866
Randy Hotel,2020-03-09,309.36157414782116
Randy Hotel,2020-03-10,246.27729202999495
Randy Hotel,2020-03-11,315.39212005548336
Randy Hotel,2020-03-12,278.6413312576956
Randy Hotel,2020-03-13,336.32268834200056
Randy Hotel,2020-03-14,323.9400576979883
Randy Hotel,2020-03-15,283.48397264020214
Randy Hotel,2020-03-16,336.528449516501
Randy Hotel,2020-03-17,269.3326323290043
Randy Hotel,2020-03-18,333.6818868720944
Randy Hotel,2020-03-19,291.66772842267716
Randy Hotel,2020-03-20,343.75542783498474
Randy Hotel,2020-03-21,325.6225467864888
Randy Hotel,2020-03-22,279.43431815943313
Randy Hotel,2020-03-23,326.93532773211786
Randy Hotel,2020-03-24,254.54622234760592
Randy Hotel,2020-03-25,314.20020770007903
Randy Hotel,2020-03-26,268.1188504320464
Randy Hotel,2020-03-27,316.87614483523885
Randy Hotel,2020-03-28,296.2341918728574
Randy Hotel,2020-03-29,248.41648230066437
Randy Hotel,2020-03-30,295.1982926601702
Randy Hotel,2020-03-31,223.00294732858598
Randy Hotel,2020-04-01,283.73871262990895
Randy Hotel,2020-04-02,239.57581551048932
Randy Hotel,2020-04-03,291.01250073669837
Randy Hotel,2020-04-04,273.7134054100068
Randy Hotel,2020-04-05,229.78615333771216
Randy Hotel,2020-04-06,280.87557127439953
Randy Hotel,2020-04-07,213.26415931145306
Randy Hotel,2020-04-08,278.7134500501899
Randy Hotel,2020-04-09,239.2456112841816
Randy Hotel,2020-04-10,295.21406610178036
Randy Hotel,2020-04-11,282.1462711360406
Randy Hotel,2020-04-12,242.02442350777875
Randy Hotel,2020-04-13,296.38337651248816
Randy Hotel,2020-04-14,231.41428794579986
Randy Hotel,2020-04-15,298.8085440980316
Randy Hotel,2020-04-16,260.54124192885223
Randy Hotel,2020-04-17,316.942952561839
Randy Hotel,2020-04-18,303.54287887378416
Randy Hotel,2020-04-19,262.34917328257535
Randy Hotel,2020-04-20,314.9457148210172
Randy Hotel,2020-04-21,247.59391117917582
Randy Hotel,2020-04-22,312.0741318719631
Randy Hotel,2020-04-23,270.4661374508755
Randy Hotel,2020-04-24,323.21732697197615
Randy Hotel,2020-04-25,305.9820291141551
Randy Hotel,2020-04-26,260.89772572319947
Randy Hotel,2020-04-27,309.67763577382004
Randy Hotel,2020-04-28,238.70835664622805
Wiley Press,2019-04-30,405.48118375914163
Wiley Press,2019-05-01,421.6291030117138
Wiley Press,2019-05-02,339.7063616170699
Wiley Press,2019-05-03,372.7839806040972
Wiley Press,2019-05-04,387.4189502846931
Wiley Press,2019-05-05,418.1364936719383
Wiley Press,2019-05-06,444.1600204828219
Wiley Press,2019-05-07,436.83187023860194
Wiley Press,2019-05-08,454.7969712829539
Wiley Press,2019-05-09,373.9790094265412
Wiley Press,2019-05-10,407.41279072071154
Wiley Press,2019-05-11,421.6348071869801
Wiley Press,2019-05-12,451.1661973877832
Wiley Press,2019-05-13,475.24300781796586
Wiley Press,2019-05-14,465.2368441764155
Wiley Press,2019-05-15,479.83804007236404
Wiley Press,2019-05-16,395.0309477223741
Wiley Press,2019-05-17,423.92505580727794
Wiley Press,2019-05-18,433.1439732030737
Wiley Press,2019-05-19,457.3065087924325
Wiley Press,2019-05-20,475.75479904236573
Wiley Press,2019-05-21,459.97262429950376
Wiley Press,2019-05-22,468.7660980699742
Wiley Press,2019-05-23,378.23639388996895
Wiley Press,2019-05-24,401.6082767997125
Wiley Press,2019-05-25,405.61654018727404
Wiley Press,2019-05-26,424.9846389019938
Wiley Press,2019-05-27,439.15052812846335
Wiley Press,2019-05-28,419.682902484828
Wiley Press,2019-05-29,425.46006749876244
Wiley Press,2019-05-30,332.6411492244381
Wiley Press,2019-05-31,354.49344246151435
Wiley Press,2019-06-01,357.7780233595886
Wiley Press,2019-06-02,377.22793336274526
Wiley Press,2019-06-03,392.27395081716975
Wiley Press,2019-06-04,374.4611422531152
Wiley Press,2019-06-05,382.62841397922756
Wiley Press,2019-06-06,292.8807495722583
Wiley Press,2019-06-07,318.4179055382788
Wiley Press,2019-06-08,325.92165554306007
Wiley Press,2019-06-09,350.0358485923024
Wiley Press,2019-06-10,370.09425083565
Wiley Press,2019-06-11,357.53931252797497
Wiley Press,2019-06-12,371.1040277677731
Wiley Press,2019-06-13,286.78651839619533
Wiley Press,2019-06-14,317.6810602661118
Wiley Press,2019-06-15,330.3675896662036
Wiley Press,2019-06-16,359.3939053455118
Wiley Press,2019-06-17,384.0054896901148
Wiley Press,2019-06-18,375.566049291618
Wiley Press,2019-06-19,392.7409069246274
Wiley Press,2019-06-20,311.47284709281155
Wiley Press,2019-06-21,344.8141110410689
Wiley Press,2019-06-22,359.31656394104925
Wiley Press,2019-06-23,389.5142419961378
Wiley Press,2019-06-24,414.6532026617723
Wiley Press,2019-06-25,406.11178497382286
Wiley Press,2019-06-26,422.5834254886247
Wiley Press,2019-06-27,340.05165166380334
Wiley Press,2019-06-28,371.6209737710235
Wiley Press,2019-06-29,383.90572797700145
Wiley Press,2019-06-30,411.51111214995274
Wiley Press,2019-07-01,433.76137435508303
Wiley Press,2019-07-02,422.118299810134
Wiley Press,2019-07-03,435.36218162650766
Wiley Press,2019-07-04,349.5649371108211
Wiley Press,2019-07-05,377.91912987194075
Wiley Press,2019-07-06,387.12498791938043
Wiley Press,2019-07-07,411.8696944963102
Wiley Press,2019-07-08,431.55394378895505
Wiley Press,2019-07-09,417.7089359028852
Wiley Press,2019-07-10,429.17602108018207
Wiley Press,2019-07-11,342.0786752836751
Wiley Press,2019-07-12,369.65058328139736
Wiley Press,2019-07-13,378.6219307591807
Wiley Press,2019-07-14,403.6981890477641
Wiley Press,2019-07-15,424.28638708877605
Wiley Press,2019-07-16,411.9120433913321
Wiley Press,2019-07-17,425.3989624809179
Wiley Press,2019-07-18,340.8415690553994
Wiley Press,2019-07-19,371.43354400931366
Wiley Press,2019-07-20,383.8548492885552
Wiley Press,2019-07-21,412.75140843419103
Wiley Press,2019-07-22,437.4624190138295
Wiley Press,2019-07-23,429.43844999111286
Wiley Press,2019-07-24,447.4225079823426
Wiley Press,2019-07-25,367.42372456291275
Wiley Press,2019-07-26,402.5474075879107
Wiley Press,2019-07-27,419.3835224092789
Wiley Press,2019-07-28,452.4878491341169
Wiley Press,2019-07-29,481.11077195548967
Wiley Press,2019-07-30,476.61683412367836
Wiley Press,2019-07-31,497.66722381523863
Wiley Press,2019-08-01,420.1948252248287
Wiley Press,2019-08-02,457.2355608949254
Wiley Press,2019-08-03,475.31807513639274
Wiley Press,2019-08-04,508.9459895818527
Wiley Press,2019-08-05,537.3276727397531
Wiley Press,2019-08-06,531.7966439280809
Wiley Press,2019-08-07,550.9947646520302
Wiley Press,2019-08-08,470.8478406379978
Wiley Press,2019-08-09,504.39735057938987
Wiley Press,2019-08-10,518.1903427782206
Wiley Press,2019-08-11,546.7617234816985
Wiley Press,2019-08-12,569.3638731653343
Wiley Press,2019-08-13,557.3867073331601
Wiley Press,2019-08-14,569.5403331495297
Wiley Press,2019-08-15,481.8299256268775
Wiley Press,2019-08-16,507.38654246318873
Wiley Press,2019-08-17,512.8559244679852
Wiley Press,2019-08-18,532.879514070456
Wiley Press,2019-08-19,546.8226399384569
Wiley Press,2019-08-20,526.1929992599362
Wiley Press,2019-08-21,529.8216072255988
Wiley Press,2019-08-22,433.83585889728926
Wiley Press,2019-08-23,451.4884471233426
Wiley Press,2019-08-24,449.5442109445678
Wiley Press,2019-08-25,462.7591771226576
Wiley Press,2019-08-26,470.6067752108223
Wiley Press,2019-08-27,444.69439188976423
Wiley Press,2019-08-28,443.94246949129524
Wiley Press,2019-08-29,344.55582983436966
Wiley Press,2019-08-30,359.8510028326947
Wiley Press,2019-08-31,356.6416691787733
Wiley Press,2019-09-01,369.7165128723211
Wiley Press,2019-09-02,378.564494581804
Wiley Press,2019-09-03,354.7907387487123
Wiley Press,2019-09-04,357.2952623639095
Wiley Press,2019-09-05,262.24424461730484
Wiley Press,2019-09-06,282.89762936360444
Wiley Press,2019-09-07,285.99517601589116
Wiley Press,2019-09-08,306.2352543167804
Wiley Press,2019-09-09,323.0013867071724
Wiley Press,2019-09-10,307.7797168245119
Wiley Press,2019-09-11,319.3396105619181
Wiley Press,2019-09-12,233.70706046307623
Wiley Press,2019-09-13,263.99465037216066
Wiley Press,2019-09-14,276.79015488056956
Wiley Press,2019-09-15,306.6380225885603
Wiley Press,2019-09-16,332.7686959798761
Wiley Press,2019-09-17,326.51889203069953
Wiley Press,2019-09-18,346.514993220753
Wiley Press,2019-09-19,268.6491618259546
Wiley Press,2019-09-20,305.9118766988432
Wiley Press,2019-09-21,324.7829108780602
